PIDN,Ca,P,pH,SOC,Sand
09gt9UK5,-0.40185871626261993,-0.2134185689870638,-0.3882892453174183,-0.5155290171851531,0.7103422300674804
0BVvxJ6a,0.11135283912208328,-0.27032170987861975,0.2732954521349211,0.31659657471231917,-0.8568565356113456
0KbdgApg,-0.11805454946348468,-0.03647001390408252,0.10908380028966849,-0.13504001854954933,-0.524944146845455
0MnuuduB,-0.009758747544796404,0.10211840374137246,-0.0985562102489801,1.454638217106017,-0.9548080838970812
0PcIsF9z,-0.4581992812612115,-0.21348107224790142,-0.7521156140306214,-0.3705337115781097,0.17863960223576672
0ShTFLYJ,-0.40179653773772844,-0.32102041579738955,-0.6221142644798803,-0.6908023253919215,0.41137087196031263
0XZh9jka,0.1679132799769692,0.1078198073069786,-0.22120267777050512,1.5519595273438653,-1.1604842212034379
0Y7Wegri,-0.3437784015380715,-0.2680070245477828,-0.024502379114157872,-0.6169154583795026,0.9541297053894044
0dTqplIM,-0.048000239150993634,-0.19365122794937384,0.006838785280074918,0.579577724117175,-0.888698250787134
0lNiZicC,-0.3818114803802593,-0.3031050966208421,-0.42708573841188296,-0.43880222513954475,-0.13032318487637556
0rGeJ0QN,-0.31898513580410764,-0.09442215727065065,0.06815588366267993,-0.41865073345391307,0.43903838958142555
0sXI9ytQ,-0.4740015342081533,0.009576581637763537,-0.6135833765883841,-0.7075774804193198,1.4584605742789958
0ukt4aP6,0.04523888590589062,0.11497345779771066,0.8617964305220711,-0.310407929870708,-0.5724480038257147
1AGspb8f,-0.3783596640198104,-0.27356660817603135,-0.45493250660315915,-0.11974381875231235,-0.29568181777036323
1Csy0gvE,-0.45460366317049977,0.06557951398646494,-0.5366449129248878,-0.5783699367821613,0.7386320269629795
1Ic2hly1,-0.3252284228985428,0.2038380000904301,-0.22092093852347244,-0.1961022048044391,0.2735951874268779
1PPbaTwt,-0.2237932944143737,-0.13459192893363353,0.052299060449191574,-0.31081434839150474,-0.5774436513800184
1SO5VJNy,-0.4005650271155533,-0.07683800691281116,0.06865076770696489,-0.587530669103947,0.9689044570899437
1arHxK3Y,0.2965489482828334,-0.10464210099811837,0.25375796949074325,0.5273667158144691,-0.8643727253091449
1fCW4Bba,-0.2759767304977564,-0.09166914067599147,0.4916424202177184,-0.46870481168022643,0.7461522190848577
1qDZNvIm,-0.4674605058502565,-0.04785147751303402,-0.47404375217676753,-0.6725676819291005,1.302485149137764
28LYJC2V,-0.3200586723057078,-0.26738051746092717,-0.7035497626171393,0.4348316952264697,-0.6240841539934737
2CzACvQq,0.10495625474735275,0.4145544112655418,1.1214870494175833,-0.2920990839160695,-0.3966604515060029
2FT3crfv,-0.12404463632023523,-0.21186283909429898,0.02435146247284879,0.3776703122101343,-0.7062181331874923
2Fy2uHVg,-0.35395982089507,-0.060495502747838506,-0.1765612601085371,-0.3349885571686043,-0.39513209964140505
2MkMEApm,-0.3895569615582804,-0.08565797718538505,0.13919850025170522,-0.5656939660602702,1.0897790748473428
2NDGWEOe,0.12179885847081605,0.4901759452945938,1.0873998293464273,-0.5779844573390134,-0.4289120066397848
2NyyCiqn,-0.4182622518726023,-0.15808997859372273,-0.30835013308598497,-0.5327358788271296,0.6282763892522317
2QRzIb84,-0.047203677120734484,0.58714985495539,1.607217433758772,-0.6655837136798495,0.427525435726277
2QcbdrUZ,-0.3559055729362742,-0.10782658826110321,0.14161585745447602,-0.4068545357383811,-0.4092783496628085
2YgAimWK,-0.3608198394463808,-0.14650040643372114,0.23296744358816387,-0.5151644747114652,0.9177540085954401
2cx85d9H,-0.03050854044610032,-0.25040813335777634,0.21549637116823872,-0.2773362304835489,-0.510192530570274
2homMXMV,-0.40307109225679805,-0.14170537239504166,-0.39886515247277654,-0.4180652102475098,0.3693471396794491
2ldLrUtq,-0.3539146759076551,-0.30548074165706596,-0.3563651724476244,-0.3004163080448142,-0.4832369871180664
2nsACW6G,-0.41110954159122837,-0.3556828510990102,-0.7745603608934266,0.9844036712838624,-0.8089994659582694
2yMbVnWc,-0.3345034217149508,-0.003652728963004122,-0.37937755288527547,0.1700490699597172,0.05629849930733613
36r8sgGQ,-0.4246124244117918,-0.13589556536489616,-0.18246070547105106,-0.5773393493234111,0.9794641003904804
3NXAXCl3,-0.4107953439591786,-0.2834075352377505,-0.9544833946044262,0.46081073764282365,-0.9392913703233229
3QG0z6fl,-0.3321483957845364,0.11980047839830064,-0.24399968603690206,-0.4554433863680607,0.19130943004215978
3WS8R9qm,-0.31726345684434254,-0.36682766984832366,-0.7195431796973323,2.9764309325156426,-1.1112542901565594
3fRLm8f5,-0.4122465741345288,-0.09365034439426596,-0.6329615565049631,-0.38448244704922263,0.5826577308648518
3mZhp1nQ,-0.32726668513370005,-0.15202748959111254,0.09771177131955125,-0.39980451377211246,0.03898496519987518
3pikJXRL,-0.4178448454676309,-0.3401273589782783,-1.0426372683280782,0.29779200722266536,-0.9062983520670285
3pxOEGHL,-0.4343155558186088,-0.193678653693402,-0.36448014897282205,-0.6066560948109924,0.633391456824504
3ttdV3f5,-0.36806589450779853,-0.17999379091300347,-0.30861837446629287,-0.4447112285750273,-0.35868910845793234
3v4X6Mfe,0.5248100868823261,0.2167863793255697,1.242124572231349,-0.26112473213393894,-0.4698865692191176
3wORuPiv,-0.2094450273459239,-0.01703935538231451,-0.19539523414424215,0.3182895033026553,-0.6183174511178517
43EfrxZj,-0.008313686974825187,0.4197337133053229,-0.15153703579270486,0.6782392107399918,-0.7192192501250744
457Vwm21,0.08738143827470295,-0.29888448279974966,0.40528253964583755,-0.3554602626385987,-0.004501797409542192
46KNnOdx,-0.4143343027821189,-0.25354460171783155,-0.5579118765971619,-0.32421116985734233,0.12309202791887416
47TwNsVC,-0.36785633423625863,-0.371352107179742,-0.9741061884987601,2.302704971263838,-1.1244077582727097
49856RpO,-0.382249782935609,0.13668005453434906,-0.8069302048805264,-0.08758282906597682,-0.4134259405953087
4Ane1o2N,-0.4033403412017909,-0.19422508178508302,-0.2211074686622686,-0.5202697394196971,0.5248706870344935
4AyVUgSc,-0.3635494136354882,-0.2689903667312194,-0.3788982079179073,-0.6422240758324534,0.38107600684722404
4B1951On,-0.2079422886037359,-0.07403254084667907,-0.2588168559044518,-0.22648624194910064,-0.1428916880388892
4OL39Teo,0.050912324435745726,0.7054294689352699,0.2200617251607654,0.5176999787314406,-0.38400075004639184
4eQ90eLY,-0.17246596076494175,0.49820525464579796,-0.23090693862638392,0.49738101870911644,-0.576188857515048
4o5jwMj8,-0.41151751120050345,-0.2762989316802131,-0.46545445041814887,-0.4627948482841742,0.22118003564746208
4vPgpl2c,-0.3761365299175946,-0.25493591186217024,-0.25525200171229623,-0.4588551957967914,0.5341240905416005
51r9aA0d,-0.37009108524481116,-0.27114021950414396,-0.47129165587150756,-0.6097627658061128,0.41301921773274536
58SmeRoP,-0.35145608998989175,0.47552364704500577,-0.4429044053136379,-0.05355222198979618,-0.3025729490613631
5HJp1AXn,-0.13857606979897172,-0.1018133729940873,-0.33418328708808975,0.4612203710142348,-0.49815272420428586
5MBZW7fx,0.0037560507407288536,-0.021179169750959147,0.7625687165065786,-0.2549760731630029,-0.441423937006689
5Nq3gHaP,0.24295087022789635,0.8983588203168591,0.2551492985519112,0.9052570808148196,-0.6659042686463367
5RmwFFK3,0.17104952130248488,-0.09421702034742326,0.2809687942351877,0.4865519972359533,-0.8197191755709881
5Tu5Jbov,-0.3869051598605776,0.17694225151020315,-0.49507656148132173,-0.03241625434464355,-0.2861768548928308
5YEolkev,-0.25816037252216256,-0.31241460989109243,0.06822838128952602,-0.30234025457565783,-0.6379821224997253
5a8sf6QV,-0.10156863261355935,-0.19887512688952208,0.1988471793197673,-0.1750077669052965,-0.6608888736560792
