PIDN,Ca,P,pH,SOC,Sand
09gt9UK5,-0.46794015797490207,-0.023611854554884015,-1.520382002491235,-0.6000526338058378,1.6235244632073336
0BVvxJ6a,0.11016037670260115,-0.799128910563423,1.1640199303169791,0.5249822988487871,-1.8316167095088058
0KbdgApg,-0.15973927760443818,-0.2762707953201704,0.12868045576172138,0.13861831711481543,-0.5462833032955796
0MnuuduB,-0.3820837977320304,-0.5654520967477317,-0.6064204483159048,0.518463393832242,-0.42192038822605404
0PcIsF9z,-0.5230639934831851,-0.4707318800523814,-1.9590332845786835,-0.06624294423543375,0.03328101315696763
0ShTFLYJ,-0.6000413515084455,-0.27847513081219466,-1.2256998120151112,-1.03498427040455,0.437377439903857
0XZh9jka,-0.5599075432453953,-0.6234713694843328,-1.2096197248733662,0.7728966217107995,-0.7722567310663049
0Y7Wegri,-0.4438962491190006,0.9936787570100472,0.19250328757746304,-0.13574823654579404,0.18924536243446433
0dTqplIM,0.08323886701263117,0.21301748445380264,1.0978607114080003,0.16416365290605484,-1.1510105760430616
0lNiZicC,-0.6894280534233639,-0.16148560999813588,-2.927357077322515,-0.9895693484921537,0.2875300631676527
0rGeJ0QN,-0.3448320621146417,0.09556728510556178,-0.8435859028181514,0.2835913522621283,-0.2651044478795921
0sXI9ytQ,-0.556317985674462,-0.31530301311290776,0.13709785653511775,-1.0695423641440271,1.5928869387901745
0ukt4aP6,0.41236718042470155,0.1441145407721245,1.8829015350488842,-0.5895697569728497,0.8260548005404207
1AGspb8f,-0.17780809020757093,-0.4286423567959452,-0.7251996297386287,-0.1985113815434545,-1.359947930450458
1Csy0gvE,-0.46051201062865577,0.06487344271458761,0.05281998931198162,-0.807964236770502,0.5029831069913389
1Ic2hly1,-0.4204145523298104,0.2994363758758021,-0.3078668078510165,0.028437707899314546,0.6561162279570016
1PPbaTwt,-0.3307472546233834,0.268120381983453,-0.47818507539838917,-0.5222880123938012,1.69260835160833
1SO5VJNy,-0.36752664949400415,0.109855393825955,0.008355240641801931,-0.5025414774291406,0.5746633842765068
1arHxK3Y,1.0917542577705381,0.32354394055487257,0.9747373450495869,0.354994206088211,-0.4085625894813898
1fCW4Bba,-0.45205288545749855,0.5545406920596627,-0.5886594025982705,-0.3404361196243144,1.1939605632181287
1qDZNvIm,-0.4243245140531764,-0.7295692313095521,0.1505985763183415,-0.9338096732353733,0.7543307576262368
28LYJC2V,-0.24643825163593025,-0.17562742245304497,-0.7169967178101362,0.5259633391648393,-0.7757828605134574
2CzACvQq,0.45398558288810076,0.24175620738746995,1.9736939222334766,-0.3545000637567526,0.42155313526916594
2FT3crfv,-0.296145652757553,-0.009379399803447708,0.9482584786215082,0.23546374758294064,-0.8020981886313034
2Fy2uHVg,-0.4621959242805582,0.007902093504116525,-0.15939015275168655,-0.6606538359211811,-0.4770880294024078
2MkMEApm,-0.561895880527282,0.2292913271981427,-0.19547254722189988,-0.6056215116404324,1.5029804896798868
2NDGWEOe,1.0142349961890949,0.6113459515896005,1.531711736518926,-0.5171798194842552,-0.6269839818319252
2NyyCiqn,-0.42004323568411284,0.026843327512823922,0.07394361316485432,-0.5321905428647895,0.6662596423803979
2QRzIb84,-0.34793707562865794,0.31352034773731186,1.4225101641318614,-0.7982771953551193,0.7167034569004063
2QcbdrUZ,-0.4413364336781962,-0.6140527190704694,-0.01858191440121315,-0.24063002588817284,0.6094780862122224
2YgAimWK,-0.25858618733141103,0.36502396700193396,0.12509427880334245,-0.4125144987642173,1.2480514829957219
2cx85d9H,-0.05303670069039246,-0.2823848376460325,0.09224432417934425,0.10275873961070658,-0.8565709106815671
2homMXMV,-0.45796042675410664,-0.32403892662791867,-1.4800680548546299,0.10074727389633154,0.6728080769955245
2ldLrUtq,-0.5428199084898546,-0.31531367199427285,0.1915561141154538,-0.6612131639922154,-0.8274026872235805
2nsACW6G,-0.38158505101744655,-0.6804857464534968,-3.081501041301155,1.1167671152844427,-1.1297832391649631
2yMbVnWc,-0.4100633989991076,0.7178213399088684,-1.6977908966732431,1.531313539551686,1.0178606730050905
36r8sgGQ,-0.46242012091990947,-0.08401739559435617,-0.09724840015357783,-0.6674763998866311,0.6547668678744589
3NXAXCl3,-0.9248092792820666,-0.7452235963841765,-2.131059507015809,0.12438998046799554,-1.0351266358013032
