PIDN,Ca,P,pH,SOC,Sand
09gt9UK5,-0.4511469024268669,-0.08225761413777254,-1.153921093522212,-0.5737658676712885,1.4537411546679706
0BVvxJ6a,0.20982657685523404,-0.3761798684655161,0.7565910531134615,0.35420517458722267,-1.5427091155292367
0KbdgApg,-0.14207113716728637,-0.2859578396313822,0.11010140916128744,0.09241998787124703,-0.6344750113861948
0MnuuduB,-0.29802409290951154,-0.33362794437532395,-0.2994360655446409,0.6992737492085003,-0.7685048882732741
0PcIsF9z,-0.4918680633876666,-0.28367499565873894,-1.5190058630458088,-0.05090299195978278,0.004729350785037597
0ShTFLYJ,-0.44734422956107533,-0.3457912784491317,-0.9366427388502935,-0.8606629276124844,0.47280042445757775
0XZh9jka,-0.4398791666197451,-0.34314492658973483,-0.8831489703405064,0.9041024418158021,-0.6644972280813178
0Y7Wegri,-0.40566315091449434,0.2602827097352234,0.08100423928662424,-0.25436657156749876,0.28626312354719163
0dTqplIM,0.12578306343542842,-0.047581835262751844,0.6126353276991923,0.29576197495204165,-1.068038483116802
0lNiZicC,-0.5030950681429113,-0.17905558353270382,-1.8269269112852276,-0.7473487946679458,0.20531437275369074
0rGeJ0QN,-0.40507063468327104,-0.004903726784316666,-0.6267042657307265,0.05654448940653358,-0.1467400199433741
0sXI9ytQ,-0.5021932894649489,-0.25641321613132406,-0.19031229641181435,-0.7785924894904213,1.6427048085880323
0ukt4aP6,0.39864776253020195,0.05696578228661468,1.4677666183367637,-0.6017691085946574,0.26575218402893597
1AGspb8f,-0.30556692337341135,-0.4000653153383438,-0.8684967447111892,-0.15130478330901756,-1.1089896997194002
1Csy0gvE,-0.4540585539913929,-0.04531908088101033,-0.11674330674727555,-0.6666782144110116,0.6638055405282784
1Ic2hly1,-0.3830319925854913,0.22100496304594971,-0.37749434698178386,-0.13775279334756516,0.5330992245336128
1PPbaTwt,-0.32967211711792027,0.10513027174816676,-0.3759570111845198,-0.4560592778975103,0.9796334560336518
1SO5VJNy,-0.36099835111734463,-0.020916871450173572,0.06188546195064401,-0.4649124766693308,0.6522649302132683
1arHxK3Y,0.7776297577486275,0.22757094755575732,1.1579440855443852,0.37304214911815964,-0.39936320121768343
1fCW4Bba,-0.37867275847323295,0.28462622155357825,-0.3640650745895002,-0.487008457870536,0.9622332297925044
1qDZNvIm,-0.45815958662072087,-0.3872214317639378,-0.09188179871679558,-0.7783616827986315,1.0806316095075448
28LYJC2V,-0.3166894806492965,-0.21613386734648293,-0.8375068685478729,0.5519030045977827,-0.7956536403232606
2CzACvQq,0.4337165535652902,0.37245225559034256,1.7098682767452966,-0.3478176235392441,-0.1385693300076829
2FT3crfv,-0.20738674977924385,-0.18250064639221575,0.40888552311738025,0.22935627704534284,-0.7646479081153063
2Fy2uHVg,-0.45040176905462187,-0.07736821148256864,-0.375237796178334,-0.46723066503477284,-0.5234514784437845
2MkMEApm,-0.4311099865313537,0.05590532699178102,-0.17558504997581367,-0.6098546716438376,1.261130495889084
2NDGWEOe,0.7318503101390298,0.47526270514410013,1.4650450143305285,-0.644234306419474,-0.4337458088938388
2NyyCiqn,-0.37518403676127826,-0.07920681340248814,-0.04251046918108943,-0.48640354403108965,0.5884046151482174
2QRzIb84,-0.033653166496927844,0.46006666384875283,1.6486458020344044,-0.6710232158756477,0.590409196589558
2QcbdrUZ,-0.5179404668984436,-0.45224925607736655,-0.036126412142195204,-0.31473682108284823,0.34504957845231915
2YgAimWK,-0.30584262145237706,0.10972216802755233,0.0348689414074906,-0.519588680692518,1.0797570141289092
2cx85d9H,-0.01101689741889085,-0.3746367413713846,0.0021697331409794,0.10411730899723438,-0.8700500903780671
2homMXMV,-0.43104520906959065,-0.14572320982840106,-1.231311664943282,-0.002385790115283283,0.5660846047148849
2ldLrUtq,-0.4255558706355263,-0.31382742061895086,-0.10317376442785091,-0.5091184049499828,-0.3573191600507988
2nsACW6G,-0.36893502733440325,-0.5711516747102302,-1.9156890263668822,1.186348376937158,-1.0397694043896815
2yMbVnWc,-0.3788162728844569,0.3752413951424091,-1.6399762550337176,1.517564894887302,0.46455523462756365
36r8sgGQ,-0.42252821207244046,-0.18060195751442304,-0.0771324241861041,-0.6135741676765918,0.7298308065593393
3NXAXCl3,-0.6946960631180387,-0.5208360701291995,-1.6103173397600898,0.3387932532247039,-0.9311467446108452
3QG0z6fl,-0.37932208258995515,0.0648211876957045,-1.1633122782506617,-0.5171023573699255,1.0299233033812407
3WS8R9qm,-1.011877544194537,-0.17617684717331952,-1.6457705502415394,2.4786119383620235,-1.0183291528505893
3fRLm8f5,-0.37646046158882107,-0.22224290445637157,-0.48392403246905386,0.03138521525677071,0.285045496790605
3mZhp1nQ,-0.4995239474630756,-0.4650013079197731,-0.34143345340985254,-0.6040375453021958,0.6514617901574972
3pikJXRL,-0.5996671280331973,-0.486565006522366,-1.847072990303055,0.42142426708382397,-0.7594250264291558
3pxOEGHL,-0.421139655827269,-0.22361564014619847,-0.5084110785020346,-0.6442221741092583,0.6841639402761367
3ttdV3f5,-0.49843091565733516,0.012266690341424186,-0.10528903663141626,-0.14285288040870914,-0.6097411185805618
3v4X6Mfe,0.9875116355098684,-0.10544784044851219,1.3713296227445972,-0.5329710674169613,0.07347721282193735
3wORuPiv,-0.4986147260316914,-0.21459103486587403,-0.4558301743647341,-0.028078693048190672,-0.7796682660741514
43EfrxZj,0.06969811097935327,0.10706966466545763,-0.2631521151039887,0.27587728865175865,-0.4273379828875795
457Vwm21,-0.009833710019319668,0.10287430990814414,0.31092516927221087,0.28336706139024287,-0.5479452201045371
46KNnOdx,-0.3619488768715993,-0.1704105336474065,-0.8401031004764085,0.0007512410278979261,-0.1447808501687631
47TwNsVC,-0.48751101660243207,-0.39460468276255883,-1.6694288124467989,1.5499063524850833,-1.2126654642221573
49856RpO,-0.38742372785682416,-0.2553030462438209,-0.7893233473378085,-0.4051004658189353,-0.8244006102004179
4Ane1o2N,-0.36408856516964005,-0.23715225800983616,-0.16893407474375313,-0.503011085112427,0.12469162096115961
4AyVUgSc,-0.5012391889933667,-0.3003189416294358,-0.8347437329280192,-0.7452826867205717,0.27992969647901533
4B1951On,-0.20670358558926744,-0.0758102740404421,-0.1847489349075614,-0.12527576706667484,0.6091875907533272
4OL39Teo,-0.004235224498206856,0.2576069973070602,-0.11625137473785838,0.26508252758821454,-0.2098859730807866
4eQ90eLY,-0.07955498282925577,0.3390778744068232,-0.17272780349363984,0.4810304246579061,-0.07889247892860671
4o5jwMj8,-0.33583599342784304,-0.3493112579030339,-0.6016852554536344,-0.5816201483795508,0.21791139643553198
4vPgpl2c,-0.4214250323481894,-0.29838802993802904,-0.23688126192970674,-0.6766417132453054,0.3511481884426909
51r9aA0d,-0.4685246120560846,-0.3723993833477154,-0.3237400265884881,-0.7722996276868622,0.23375989733013916
58SmeRoP,-0.296819008618107,-0.011745736807158775,0.03313487396527527,-0.050987272418996504,-0.47927323830694835
5HJp1AXn,-0.3347485287117862,-0.10482695449132715,-0.5830208150853226,0.6697336219042351,-0.30612556367767085
5MBZW7fx,-0.2065502175243061,-0.19848748145564615,1.059020622168796,-0.619001404129075,0.008377002533844302
5Nq3gHaP,0.20677474911764837,0.5842479285909886,0.0272146071167907,0.7378618555275489,0.004223498185816992
5RmwFFK3,0.364837711820923,0.10056840269175786,-0.18782377016461438,0.10165477274242049,-1.370672399605858
5Tu5Jbov,-0.3771644408799592,-0.14978429949234345,-0.4135173456939425,-0.15531846123727494,-0.41768032493824364
5YEolkev,-0.25675291443974735,-0.3374079792586991,0.07633561461205074,-0.4259566574163876,-0.4393255203515574
5a8sf6QV,-0.16537828156774007,-0.3189176791090045,0.4723041498591662,0.02052778967043535,-0.8332935358361686
5eSvmqYm,-0.34347610562096836,-0.20401559935568842,0.22834977084279953,-0.36670805795244343,-0.3560632087015792
5hkN8fiv,-0.3437583399496475,-0.3455554774006068,-1.277928428065875,0.8941458335803035,-0.564040279343949
5oK8Gti5,-0.46088133405415177,-0.05826388451872092,-0.5621641089979126,-0.5439933909520378,1.4969923880041205
5paniGaU,-0.4900395757235944,-0.31525053547856274,-0.8724297750543637,-0.8156729683069918,1.3249228862969455
5vsr7ZUP,0.33571219087993753,-0.3361330849498658,1.2934820077230238,-0.2246139128092925,-1.1342924013452669
60B4xMWI,-0.3763869497708774,0.166204439845033,0.716265876341786,-0.7731302251348264,0.7347963352677119
64jOUtKy,0.14751784519684127,-0.11392499566006052,-0.30740266131815674,1.8874641922485647,-1.1530098704176763
6AJo4xNG,-0.4171668556902856,0.2682200493192487,-0.48714227061664495,0.006466648145127418,0.4319249709585323
6CAvhEte,-0.31425045134482427,-0.06372872861669865,-0.7025698722764849,-0.27893425620357315,0.762385555525833
6CuGYjT5,2.9081442434745552,-0.3668933092336247,1.7184272818657682,0.6416494810018705,-0.9893521366546216
6DGH8ujZ,-0.4129657219262522,-0.3418351263658778,-1.2509081461163687,0.24936718954290576,-0.48284081178895416
6PzsGdVm,-0.34999884750100874,-0.179564070575236,-0.8034432487991936,0.3884867924468998,-0.21377831330084177
6UcSJMbq,-0.627695532985711,0.09645663399629072,0.7462264238861854,-0.9597744984559348,0.5543630090568363
6WJbkH8U,1.3059933909674792,-0.3339367768734204,1.5272139985599353,-0.19933458253394093,-1.0012677688307385
6eUWsVzw,0.28676088267938743,-0.35144354411578105,1.3451646982796939,-0.1827558898504329,-1.3304807586712855
6gNyO7Do,0.02503291226983752,-0.27390742313045785,0.026439169225187256,0.3668842535940721,-0.8678018211915821
6jT0AyHe,0.0917434154692251,-0.0675525170830157,0.7211072957412314,0.3111133415305518,-1.0495407917006019
6nBgCvWu,-0.5822824713858074,-0.3128336327088701,-0.3809118539967841,-0.5589941737157558,1.2317417886487712
6ro5mqg6,-0.3676215261377766,-0.17859861369673394,0.11972908868076058,-0.43909723755640817,0.5758883057616725
6sGqObX4,-0.45379181229281357,-0.42516022086248867,-0.6502069515748664,-0.4096286452141702,-0.7147743235992504
6uEGy0n4,1.8676986082326437,0.01748092197043154,1.942200005439048,-0.5724335962987931,-0.8889284469135442
7BZ4LxP8,-0.014442380727131507,-0.2658147290298005,0.014106530805043394,-0.30370688689646647,-0.32208633880091225
7CmigXKi,-0.33537727469279355,-0.005466250570978283,-1.0918172498007646,-0.40306442940198756,0.789749653947807
7Ga0LpfR,0.3137180246310254,0.626103550369366,-0.7802980233417733,1.7855925131978714,-0.8938621872861078
7PQsFvsG,-0.35919181320112975,-0.29790842575979803,-1.6974373839372003,1.035418010064259,-0.3234602382904265
7aF7nnwn,-0.5713817061696457,-0.4341629717355019,-0.8837161536062211,-0.9232852519954828,0.9981901972710423
7asGzfX9,-0.22194979334965856,-0.1492271051647907,-0.25150099842130985,-0.21543198272746378,-0.02180455725222844
7cg7C92o,-0.33735613407524817,0.25463860200441496,0.3313275172823759,0.5413237979920733,0.3915672067825437
7eOxTpsB,-0.46027082374269623,-0.007588422458558849,0.255994392786928,-0.6048615514309162,0.9920638846827318
7ey0v7ma,-0.6513301032402072,-0.5141174981587316,-1.2838294666950052,-0.01274227062293981,-1.014730047550272
7gocyrYl,-0.2556075859738405,-0.010409338626021246,-0.24646649521360878,0.7153679841219404,-0.28078288425589937
7gqR3GoA,-0.35947014989237525,-0.34891459669269687,-0.5862278829800532,-0.43689242301381376,-0.4157929797191309
7og7aUXB,-0.17489073282070217,0.0957181766015896,0.41140192443631796,-0.05105828654989692,-0.275349012438057
7onRfa8F,-0.044567329948156584,0.08597701453308305,0.7918559251359432,-0.35587284429314076,0.9027209838939526
7umkNuxM,-0.21196445869252373,-0.1992915459953745,0.0495007968830526,0.33257366689124435,-0.5032372297539088
7vPr9ExD,-0.16839638697890444,-0.32048744844632826,0.2352244914818367,0.036477273145699665,-0.8274351784854153
7zNjpCzu,-0.44563904875093935,-0.22349650956058792,-0.026726099148382268,-0.21312780588127062,-0.8312700789124949
7ztsQNj3,-0.36587664579390133,-0.10395167968016276,0.009678371681842025,-0.1395129303844112,-0.6558506624528324
86gppwMI,-0.4432751539718484,-0.26712112724103443,-1.4735209841682622,-0.7775720992167541,1.15990018947335
88thAGdL,-0.40408742990479785,-0.2860077744274422,-0.14529572817300346,-0.42745740066511567,-0.0379753153833622
8GhU8STP,1.0142483528230364,0.44293593661579034,1.3348654846688215,0.3378417089180096,-0.5787011449344991
8NlzDcWe,-0.552126581247776,-0.33591016106350424,-1.1302413267662723,-0.8041433800029181,0.43889340154585715
8QAejdLW,-0.13817851549364868,-0.18268443010575564,0.04062501766088852,0.15894250735375473,-0.7476389209785237
8RDeFxWM,-0.3028100309925057,-0.3259953048960613,0.12104431528067618,-0.7250631610056579,0.8497531294443713
8UXP2NBS,-0.3797180160770883,-0.3405020470830932,-0.5086337848594575,-0.3250034622020855,0.31450780697615965
8ZoV3KGT,-0.338102326260991,-0.36710944302027465,0.03025036108260237,-0.41487063158965354,-0.32040965507374825
8ajs2uG8,-0.38075404033092736,-0.17528381623747444,-0.5624074269989641,-0.3672251813256055,-0.7772150133885664
8bXnz62p,-0.3137803146892422,0.024088990578652204,0.19338048936966792,0.23877062879663227,0.8491173019690291
8nO1O1LG,1.9772633008265468,0.37958014042285293,1.4664927160139907,1.4967163993808417,-0.8433757177610192
8xE1p8g8,-0.3528739778850295,-0.12290809942077444,-0.2904345453284809,-0.17399515224978626,-0.2814589277531764
8yMDVMRM,-0.4321774102139187,-0.30589668724617186,-1.1288001257758429,-0.5039657553495394,-0.7369138159060296
98R5VaPi,0.05586935973285595,0.20911876907577426,1.83578589792814,-0.9683171756782056,1.321973877623725
9DcTz2Ua,2.757157835032367,-0.2640549120330034,1.7743058531822333,0.8151018109767583,-0.9239524931204034
9G7nfUrK,-0.3777946951004617,0.05404449449173241,-0.41210666776497656,-0.4097748912732977,0.757827324867595
9O6GZ1HT,-0.4207740527615694,0.28914374892738487,0.9779502993022344,-0.961758191813973,0.1446322523347114
9S7fCoAM,-0.5542674701781835,-0.39174744592780647,-0.1401692446981511,-0.31684471425234995,0.5659609921273935
9iQwmFJR,-0.33616609262654223,-0.17109395243667622,-0.3357774303843678,-0.3723595558402977,0.5436816873082954
A3Mt6SAQ,1.0629486018683862,0.3087108180261345,1.9451701310755611,-0.6652291491272935,0.24699595220138304
AJIsQIcV,-0.3022310657285321,-0.10768002295381066,-0.816399364620861,-0.3045338838352005,0.8522109903242648
AMHKXMh8,1.6050423776576452,0.4583375574273942,1.7776509013557078,-0.3029269868786592,-0.8209015925665071
ASwA2J4E,-0.3406893108823104,-0.05159377506627194,0.19868544095897475,-0.46014051069190676,0.608106048373404
AaFvEoHq,-0.44476608960269937,-0.15840676822240984,0.006233189275974283,-0.6997630753319648,0.809876266779828
AiIPD6hX,-0.12334979537859153,0.17802702746197105,-0.42682959313754426,0.4102076608870761,-0.2139362465706283
AsIURvJS,-0.3041030384311442,-0.2397758257938021,-0.2783020656497155,0.9231988665102872,-0.8648890910107084
AsvgbJ0C,-0.2631513221321786,-0.1691057292507091,-0.6065065887499933,0.7535664014541731,-0.12899695819863763
AxEhbkCM,-0.3757523808942924,-0.38698142756212517,-0.5452990278368463,-0.4883679221091824,-0.7478336067698164
B7VPkIpx,-0.39850540457244943,0.14507691298530445,0.6622183833119082,-0.7486072938668452,0.8773161657191697
BBwHqHiH,-0.001209902272126228,-0.5471686195948292,0.4781574701584877,-0.17372057889160308,-0.7352570800296645
BMyps8hr,-0.2150529234011415,-0.3242669345216199,-0.6027720055732273,-0.12960976675773747,-0.5359481209362883
BUHS4dQw,0.22147276191702378,0.08938875938551735,0.21946165886930524,2.624562695190806,-0.7814209834053918
BZB3EYWQ,-0.27523929263271185,-0.12806418302301345,0.13522416116878874,-0.4897944516148232,0.6099484985476807
C5UPCZcL,3.3036660458096176,-0.32279153227093094,1.641644093351035,0.8985243789865324,-0.8684042680885884
C5gIfQbJ,-0.46775387254626527,-0.3659505567426928,-2.089169845317479,0.9300248522242515,-1.1649566082037637
CDRuu4Pn,-0.3612098164539838,-0.2231633699612983,-0.017956246493056504,-0.7382494761811298,0.8331179517763548
CQhTYkqE,0.48466009790727865,-0.17458427265182555,0.8347564535656523,0.4621117410627413,-1.8979772357904485
CSEobMXv,-0.618156796768753,-0.2805307164163424,-1.871671389220009,0.26283291596876557,-0.8599772050879636
CYMQE4x0,0.05501693194789063,0.6158086536154801,1.252468200598557,-0.2913986234110328,0.7826956963048668
ChQdtl4J,-0.4815854699384266,-0.5696432849065022,-0.19430795665884504,-0.5980349900274572,0.4524421746996866
ChnD1nrN,-0.48316020124667636,-0.24357573390258883,-1.1461035351787834,-0.7866111171823794,-0.029761627546216564
CvtbbIcq,0.6669854220504899,-0.041369800998803594,1.684218328500489,-0.3064846295666414,0.0116632825252111
Cxk06b77,-0.2742502199569611,0.008510265865240594,0.6723684355786235,-0.21646513484039187,0.2894210102961496
D3QD3ZEJ,-0.25126579424040524,-0.09784406272742657,0.43274622030298643,0.25606378729658347,0.009608051870129733
D8J5C6lA,0.6316530188148608,0.3149854926089887,0.8723612599037429,0.09068611187091788,-0.6693892736023765
DCeQwYfT,-0.21192647283277652,-0.14183030575415123,-0.24996865875074362,0.028770652054384328,-0.8965757285847514
DDEftkx3,-0.47663788226252546,-0.3164118408929332,-0.8686914049429411,-0.6926519410946236,1.1752263698931007
DEwCfeDW,-0.5388145079917968,-0.18866188964277167,-0.056247960355571565,-0.0040427091026970716,0.7401767003878242
DMkIV4oL,-0.4091969881966602,-0.2561042046423773,-0.6027060979535258,-0.6324397730051889,0.4868198200563301
DnzGfbxS,-0.1688148686589572,-0.2127764799402158,-0.25976384981221196,0.0501723971684244,-0.6839920028434583
DoZxo6f6,-0.3400312531170016,-0.39021942250441494,-0.034714148234638476,-0.7617488158230427,0.5502560685899647
DvhBPGIk,-0.3796751061089428,-0.31393965678765745,-0.302750251422252,-0.2376725355278057,-0.31435687842328564
Dx7GoUcT,-0.6428513072914045,-0.3536939260278422,-0.5085510263765732,-0.6603734167993806,1.285568155316552
E5hIjohO,0.503009177876235,-0.24409203033616791,0.10155743823939314,1.1345771626863714,-1.1930590943516248
E6x4XGHt,-0.428045647884539,-0.05842700897698709,-0.4989675831653915,-0.3945850459258442,1.330391700970383
EDEpAzh1,-0.37443624897799926,-0.4069586375935951,-0.497050293920802,-0.26386034617718324,-0.8309160254255274
ETGudkQt,-0.2648967260842722,0.21679938667588614,0.004917288751856338,-0.5509072386137819,0.781393719582224
EUleKrLJ,1.9828561597971797,-0.14382807554134364,1.6604958476534446,0.5855909819597307,-0.5661533638716872
Ehw2Jz6s,-0.3621336043453724,-0.05660785044672044,-0.26654178195577205,-0.4886604876066518,-0.26350718465895
EjqzC4zH,-0.5493809598175654,-0.15246672595097316,0.2188611163576705,-0.7582200962569724,0.8121147608342405
EkMZO3Qj,-0.5259538995867499,0.08046233262461679,-0.22216837451913996,-0.6355913259976222,0.890939728622842
EnoNXWvU,-0.6597839591798468,0.10256032521523831,0.870550930930768,-1.0665755085560644,0.590099676226423
Epv8ANwr,-0.22958403961501336,-0.15056099676303702,-0.04666022702911803,0.4884248547821499,-0.35672894277774203
Etro9j0B,-0.2935942784988152,0.34523297980723866,0.6892589184975306,0.006552163081680792,0.29317039038892123
F3MIZj76,-0.35082370776178134,-0.3122908436659269,-0.5157766146922789,-0.21138030374128633,-0.6778198987747336
FB8tU00K,-0.310049086065045,-0.19747409754646725,-0.9639204957265658,0.36834623280202394,-0.6611235336432164
FLhxBGMK,0.08057798170293333,-0.2987255276266941,0.5734996428088639,-0.241717369197399,-1.0184409868522903
