PIDN,Ca,P,pH,SOC,Sand
09gt9UK5,-0.5712114683902076,0.0965966777817906,-1.288155809506593,-0.5172593933894802,1.6535758134803369
0BVvxJ6a,0.27520565691016935,-0.09655186180533715,1.0577395085336274,0.4193524231314143,-2.0078674712005626
0KbdgApg,-0.03585611620750234,-0.34693381310661575,-0.01091380804810349,0.11509546770903967,-0.6434414474899417
0MnuuduB,-0.46690884558714635,-0.31132405743154745,-0.10021855939131008,0.5226527950639195,-0.7520339225968304
0PcIsF9z,-0.4485990511716739,-0.12114344267537458,-1.906404297299746,0.24552700418294648,-0.14922462714204032
0ShTFLYJ,-0.45552887607985787,-0.7460510432259886,-0.8601603607100561,-1.0083516164765172,0.1830800031500881
0XZh9jka,-0.34436503890996056,0.029535907103864112,-1.0278917209058864,0.7151808545685583,-0.9786880347266664
0Y7Wegri,-0.3004141491897247,0.35934031574434844,0.013041409132979354,-0.09181395445736484,0.030190758443303434
0dTqplIM,0.0353521238757491,0.055306638954434995,0.850238899336814,0.2605078940908072,-1.0899847894381414
0lNiZicC,-0.4434393752272047,-0.23972358015852446,-2.470258037555327,-0.8789423877079514,-0.25647687860165336
0rGeJ0QN,-0.5092299595731096,-6.215913198470702e-05,-0.8157718709200754,0.4148889094646222,-0.3835439981378035
0sXI9ytQ,-0.6781451954121043,-0.375392636029928,0.11520230261412046,-0.8738024604730583,1.4794826292698313
0ukt4aP6,0.5895720749521967,0.028587685133616425,1.717859914299238,-0.9257747272062886,0.7897978131048045
1AGspb8f,-0.34809585028600515,-0.5113419082575907,-0.8668093226594511,-0.024451456764694512,-1.4485982974794855
1Csy0gvE,-0.48116145516590797,-0.029989596164695875,0.22925864324888146,-0.6165541324936328,0.7791429332553785
1Ic2hly1,-0.3097713098541465,0.41189115572488877,-0.3481582497795035,-0.1005578257795321,0.8143377875083284
1PPbaTwt,-0.42631268730750554,0.26148965430148596,-0.547751934838475,-0.44463662033476226,1.4975918851994616
1SO5VJNy,-0.26713001912097417,-0.017906510838101575,0.08599388313477441,-0.4301310362402262,0.48216644053244506
1arHxK3Y,0.8832038432933256,0.16438633764629262,1.600583527525755,0.3649792140573993,-0.17942879096082054
1fCW4Bba,-0.4643337204570674,0.41390319786988616,-0.2521642550070329,-0.32567749042098626,1.1285903816531468
1qDZNvIm,-0.4238031516984268,-0.4354821111759426,-0.0843207965101147,-0.8478791828146939,0.9435904550162273
28LYJC2V,-0.35669154669179653,-0.2912164673420099,-0.9443318966284142,0.5393243172422046,-0.8167404837624521
2CzACvQq,0.5144012699306255,0.750306579549588,1.9512667288156944,-0.3635172812302869,-0.17587314869452841
2FT3crfv,-0.3505583626734154,-0.11732260458337773,0.7583904080686761,0.17463806032608886,-0.6586773392393401
2Fy2uHVg,-0.5581508897712741,-0.03383003468969914,-0.5581965417088259,-0.33020513563391773,-0.572158499043518
2MkMEApm,-0.40512424073498216,0.1429839204734984,-0.005334981778291947,-0.5464271610707954,1.5815361280445255
2NDGWEOe,0.9635550197808367,0.3441918711010752,1.6477532879319323,-0.7769840847815601,-0.8439356609871642
2NyyCiqn,-0.2610297335577673,-0.030703441227514894,0.03707805554249255,-0.41774057925167085,0.5657408843151539
2QRzIb84,0.021712532407003604,0.5353718583897811,1.9138752358524425,-0.5890346026265831,0.5453755428486953
2QcbdrUZ,-0.59418473211466,-0.5822212750739615,0.17927321099140947,-0.41149296158405946,0.673060100486317
2YgAimWK,-0.3419224511663163,0.16901518495488776,0.16238517310175204,-0.49958304856815516,1.4022288388294224
2cx85d9H,0.14903122761867388,-0.3429392728816216,-0.20843983165669222,0.28412574456004336,-1.010752431033517
2homMXMV,-0.38016176925478823,0.031139305007500617,-1.665258673832982,0.17161497428574535,0.45338915537357805
2ldLrUtq,-0.3946167608110375,-0.29494937038397406,0.3098186477712215,-0.5366860965130797,-0.15452997834673754
2nsACW6G,-0.051490431869330056,-0.5238673078987537,-1.5472836053756556,1.8134377442542302,-1.211418821759445
2yMbVnWc,-0.2408633195291589,0.4663453970275535,-2.326634510512763,2.183711462231855,0.5241435008690938
36r8sgGQ,-0.2874200158371753,-0.21873990402254062,-0.03285271249224486,-0.6193799677097047,0.5619753054186627
3NXAXCl3,-0.5408590818701999,-0.585955694669237,-1.411692373809915,0.5856421754300811,-1.2816108135777644
3QG0z6fl,-0.4717166063351545,0.08406506461288732,-1.44569380865933,-0.5322678454747063,1.3687118804826137
3WS8R9qm,-0.5045836875770295,-0.4285732620686664,-1.1283300530355564,2.323144894503031,-1.1670571481665424
3fRLm8f5,-0.2406172656647289,-0.21371063710866078,-0.5814849548302892,0.21998865974958903,-0.060622082955170686
3mZhp1nQ,-0.5292029327984313,-0.5601911897696388,-0.2393278461915589,-0.6027920229427934,0.8087100646414807
3pikJXRL,-0.43883393670879406,-0.6890655718601826,-1.531087882498655,0.6752099049336096,-1.096618413007683
3pxOEGHL,-0.3132406912705267,-0.2049966626713191,-0.5426210635316284,-0.6159868323770468,0.5864301211447933
3ttdV3f5,-0.3741504199724989,0.0216203748019419,0.8798694771515283,0.3302953284818102,-1.1738622620370838
3v4X6Mfe,1.1754168163615428,-0.20460396430315964,1.3562212419322304,-0.5237283240616932,0.7493379975947287
3wORuPiv,-0.5285823030781434,-0.17869147175987532,-0.5361729116809375,-0.34693827581176606,-0.5341456745029167
43EfrxZj,-0.020071566130387797,0.06747306617181525,-0.2594042459829371,0.1942520421318079,-0.1995577489680831
457Vwm21,0.0423600502844817,0.23034791721112047,0.13036871096782754,0.5686811556380746,-0.8276223280447188
